ID,DEMAND,DUE DATE,cap_0[kWh],cap[kWh],peak[kW],profile,power_cdc[kW],n_charge,lat,lon
2,10.0,171.0,28.983050847457633,28.983050847457633,10.16949152542373,const.csv,100,10,49.59,11.011081081081082
3,7.0,60.0,2.4705882352941178,2.4705882352941178,2.4705882352941178,const.csv,100,10,49.58538461538462,10.989459459459459
4,13.0,126.0,15.749999999999996,15.749999999999996,7.499999999999999,const.csv,100,10,49.60076923076923,11.008378378378378
5,19.0,159.0,42.54929577464789,42.54929577464789,16.056338028169012,const.csv,100,10,49.60076923076923,10.991486486486487
6,26.0,44.0,6.1505376344086,6.1505376344086,8.387096774193548,const.csv,100,10,49.57,10.998243243243243
7,3.0,109.0,2.7024793388429744,2.7024793388429744,1.4876033057851237,const.csv,100,10,49.57769230769231,10.998243243243243
8,5.0,91.0,3.273381294964027,3.273381294964027,2.1582733812949635,const.csv,100,10,49.573846153846155,11.011756756756757
9,9.0,105.0,7.560000000000002,7.560000000000002,4.32,const.csv,100,10,49.566153846153846,11.007027027027027
10,16.0,107.0,13.91869918699187,13.91869918699187,7.804878048780488,const.csv,100,10,49.60076923076923,11.018513513513515
11,16.0,134.0,22.33333333333333,22.33333333333333,9.999999999999998,const.csv,100,10,49.581538461538464,11.018513513513515
12,12.0,77.0,6.039215686274513,6.039215686274513,4.7058823529411775,const.csv,100,10,49.573846153846155,11.021891891891892
13,19.0,73.0,8.834394904458595,8.834394904458595,7.261146496815285,const.csv,100,10,49.596923076923076,11.001621621621622
14,23.0,169.0,63.721311475409834,63.721311475409834,22.62295081967213,const.csv,100,10,49.581538461538464,10.994864864864866
15,20.0,42.0,4.468085106382979,4.468085106382979,6.382978723404255,const.csv,100,10,49.57,10.98472972972973
16,8.0,71.0,3.5723270440251564,3.5723270440251564,3.0188679245283017,const.csv,100,10,49.581538461538464,10.981351351351352
17,19.0,85.0,11.137931034482758,11.137931034482758,7.862068965517241,const.csv,100,10,49.566153846153846,10.991486486486487
18,2.0,167.0,5.301587301587302,5.301587301587302,1.9047619047619049,const.csv,100,10,49.5623076923077,10.998243243243243
19,12.0,97.0,8.751879699248121,8.751879699248121,5.413533834586466,const.csv,100,10,49.573846153846155,11.005
20,17.0,86.0,10.152777777777782,10.152777777777782,7.083333333333334,const.csv,100,10,49.57,11.018513513513515
21,9.0,136.0,13.021276595744684,13.021276595744684,5.744680851063831,const.csv,100,10,49.59307692307693,11.021891891891892
22,11.0,72.0,5.0126582278481,5.0126582278481,4.177215189873417,const.csv,100,10,49.59307692307693,10.991486486486487
23,18.0,107.0,15.658536585365852,15.658536585365852,8.780487804878048,const.csv,100,10,49.59307692307693,10.98472972972973
24,29.0,78.0,14.881578947368425,14.881578947368425,11.447368421052632,const.csv,100,10,49.60076923076923,10.981351351351352
25,3.0,163.0,7.298507462686567,7.298507462686567,2.6865671641791042,const.csv,100,10,49.60846153846154,11.001621621621622
26,6.0,182.0,22.749999999999996,22.749999999999996,7.499999999999999,const.csv,100,10,49.60846153846154,10.991486486486487
27,17.0,142.0,27.43181818181818,27.43181818181818,11.59090909090909,const.csv,100,10,49.59307692307693,10.998243243243243
28,16.0,47.0,4.10928961748634,4.10928961748634,5.245901639344263,const.csv,100,10,49.58538461538462,11.005
29,16.0,49.0,4.331491712707184,4.331491712707184,5.303867403314917,const.csv,100,10,49.59,11.002972972972973
30,9.0,73.0,4.184713375796177,4.184713375796177,3.439490445859872,const.csv,100,10,49.60769230769231,11.006351351351352
31,21.0,81.0,11.416107382550337,11.416107382550337,8.456375838926174,const.csv,100,10,49.589230769230774,11.018513513513515
32,27.0,60.0,9.529411764705884,9.529411764705884,9.529411764705882,const.csv,100,10,49.582307692307694,11.013108108108108
33,23.0,151.0,43.962025316455694,43.962025316455694,17.468354430379744,const.csv,100,10,49.58538461538462,11.024594594594594
34,11.0,47.0,2.8251366120218595,2.8251366120218595,3.606557377049181,const.csv,100,10,49.59923076923077,11.013108108108108
35,14.0,127.0,17.2621359223301,17.2621359223301,8.155339805825243,const.csv,100,10,49.60846153846154,11.015135135135136
36,8.0,153.0,15.896103896103899,15.896103896103899,6.233766233766234,const.csv,100,10,49.60692307692308,11.021891891891892
37,5.0,51.0,1.4245810055865924,1.4245810055865924,1.675977653631285,const.csv,100,10,49.56,11.018513513513515
38,8.0,144.0,13.395348837209305,13.395348837209305,5.5813953488372094,const.csv,100,10,49.573846153846155,10.991486486486487
39,16.0,93.0,10.861313868613138,10.861313868613138,7.007299270072992,const.csv,100,10,49.5623076923077,10.981351351351352
40,31.0,54.0,9.511363636363633,9.511363636363633,10.568181818181817,const.csv,100,10,49.604615384615386,10.986081081081082
41,9.0,95.0,6.333333333333336,6.333333333333336,4.000000000000001,const.csv,100,10,49.589230769230774,10.994864864864866
42,5.0,107.0,4.349593495934959,4.349593495934959,2.4390243902439024,const.csv,100,10,49.59076923076923,10.982702702702703
43,5.0,41.0,1.0846560846560847,1.0846560846560847,1.5873015873015872,const.csv,100,10,49.57692307692308,10.986081081081082
44,7.0,142.0,11.295454545454543,11.295454545454543,4.772727272727272,const.csv,100,10,49.57615384615385,10.98
45,18.0,79.0,9.41721854304636,9.41721854304636,7.152317880794702,const.csv,100,10,49.56692307692308,10.987432432432433
46,16.0,42.0,3.5744680851063855,3.5744680851063855,5.1063829787234045,const.csv,100,10,49.56307692307693,11.00364864864865
47,1.0,127.0,1.2330097087378644,1.2330097087378644,0.5825242718446603,const.csv,100,10,49.56,11.010405405405406
48,27.0,61.0,9.745562130177518,9.745562130177518,9.585798816568047,const.csv,100,10,49.56461538461539,11.01581081081081
49,36.0,175.0,114.54545454545459,114.54545454545459,39.27272727272728,const.csv,100,10,49.56846153846154,11.013108108108108
50,30.0,118.0,31.60714285714286,31.60714285714286,16.071428571428573,const.csv,100,10,49.56307692307693,11.02391891891892
51,13.0,134.0,18.145833333333332,18.145833333333332,8.125,const.csv,100,10,49.59461538461539,11.009729729729731
52,10.0,98.0,7.424242424242422,7.424242424242422,4.545454545454545,const.csv,100,10,49.59615384615385,11.017162162162162
53,9.0,62.0,3.321428571428571,3.321428571428571,3.214285714285714,const.csv,100,10,49.57923076923077,11.007027027027027
54,14.0,105.0,11.760000000000002,11.760000000000002,6.72,const.csv,100,10,49.58692307692308,10.99891891891892
55,18.0,150.0,33.75,33.75,13.5,const.csv,100,10,49.6023076923077,10.997567567567568
56,2.0,146.0,3.4761904761904763,3.4761904761904763,1.4285714285714286,const.csv,100,10,49.60692307692308,10.993513513513514
57,6.0,140.0,9.333333333333336,9.333333333333336,4.000000000000001,const.csv,100,10,49.59923076923077,10.986081081081082
58,7.0,111.0,6.529411764705882,6.529411764705882,3.5294117647058822,const.csv,100,10,49.58307692307692,10.986081081081082
59,18.0,210.0,188.9999999999999,188.9999999999999,53.99999999999997,const.csv,100,10,49.58615384615385,10.99554054054054
60,28.0,28.0,3.881188118811881,3.881188118811881,8.316831683168317,const.csv,100,10,49.574615384615385,10.99418918918919
61,3.0,172.0,8.896551724137932,8.896551724137932,3.1034482758620694,const.csv,100,10,49.571538461538466,11.000945945945947
62,13.0,86.0,7.763888888888889,7.763888888888889,5.416666666666667,const.csv,100,10,49.56769230769231,10.99418918918919
63,19.0,68.0,7.97530864197531,7.97530864197531,7.037037037037037,const.csv,100,10,49.57692307692308,11.017162162162162
64,10.0,44.0,2.365591397849462,2.365591397849462,3.225806451612903,const.csv,100,10,49.57923076923077,11.024594594594594
65,9.0,83.0,5.0816326530612255,5.0816326530612255,3.673469387755102,const.csv,100,10,49.57,11.030000000000001
66,20.0,61.0,7.218934911242606,7.218934911242606,7.100591715976332,const.csv,100,10,49.60615384615385,11.030000000000001
67,25.0,137.0,36.82795698924731,36.82795698924731,16.129032258064516,const.csv,100,10,49.59615384615385,11.027297297297297
68,25.0,93.0,16.970802919708028,16.970802919708028,10.94890510948905,const.csv,100,10,49.61,10.981351351351352
69,36.0,152.0,70.15384615384615,70.15384615384615,27.69230769230769,const.csv,100,10,49.60153846153846,11.004324324324324
70,6.0,60.0,2.1176470588235308,2.1176470588235308,2.11764705882353,const.csv,100,10,49.58692307692308,11.009729729729731
71,5.0,192.0,25.263157894736835,25.263157894736835,7.894736842105261,const.csv,100,10,49.58692307692308,11.01581081081081
72,15.0,87.0,9.125874125874127,9.125874125874127,6.293706293706293,const.csv,100,10,49.6023076923077,11.02391891891892
73,25.0,45.0,6.081081081081081,6.081081081081081,8.108108108108107,const.csv,100,10,49.59461538461539,10.988783783783784
74,9.0,88.0,5.577464788732394,5.577464788732394,3.8028169014084505,const.csv,100,10,49.59230769230769,10.989459459459459
75,8.0,159.0,17.91549295774648,17.91549295774648,6.76056338028169,const.csv,100,10,49.59384615384616,10.986756756756757
76,18.0,79.0,9.41721854304636,9.41721854304636,7.152317880794702,const.csv,100,10,49.59615384615385,10.985405405405405
77,13.0,83.0,7.3401360544217695,7.3401360544217695,5.3061224489795915,const.csv,100,10,49.59615384615385,11.006351351351352
78,14.0,189.0,64.53658536585367,64.53658536585367,20.48780487804878,const.csv,100,10,49.59923076923077,11.007027027027027
79,3.0,106.0,2.564516129032258,2.564516129032258,1.4516129032258063,const.csv,100,10,49.605384615384615,11.013108108108108
80,23.0,102.0,18.328125,18.328125,10.78125,const.csv,100,10,49.6023076923077,11.010405405405406
81,6.0,192.0,30.315789473684198,30.315789473684198,9.473684210526311,const.csv,100,10,49.60153846153846,11.002972972972973
82,26.0,104.0,21.460317460317462,21.460317460317462,12.380952380952381,const.csv,100,10,49.60076923076923,11.01445945945946
83,16.0,65.0,6.303030303030301,6.303030303030301,5.8181818181818175,const.csv,100,10,49.57,11.009729729729731
84,11.0,54.0,3.375,3.375,3.75,const.csv,100,10,49.56923076923077,11.002972972972973
85,7.0,111.0,6.529411764705882,6.529411764705882,3.5294117647058822,const.csv,100,10,49.56692307692308,10.99891891891892
86,41.0,101.0,32.100775193798455,32.100775193798455,19.069767441860467,const.csv,100,10,49.57076923076923,10.992837837837838
87,35.0,104.0,28.888888888888893,28.888888888888893,16.666666666666668,const.csv,100,10,49.56153846153846,10.990135135135136
88,26.0,103.0,21.086614173228355,21.086614173228355,12.283464566929135,const.csv,100,10,49.580000000000005,10.990135135135136
89,9.0,84.0,5.178082191780822,5.178082191780822,3.6986301369863015,const.csv,100,10,49.57846153846154,11.013108108108108
90,15.0,186.0,63.40909090909091,63.40909090909091,20.454545454545453,const.csv,100,10,49.57846153846154,11.001621621621622
91,3.0,105.0,2.5200000000000005,2.5200000000000005,1.4400000000000002,const.csv,100,10,49.582307692307694,11.023243243243243
92,1.0,170.0,2.8333333333333326,2.8333333333333326,0.9999999999999998,const.csv,100,10,49.57,10.990810810810812
93,2.0,28.0,0.27722772277227703,0.27722772277227703,0.594059405940594,const.csv,100,10,49.57538461538462,10.992837837837838
94,22.0,198.0,136.12500000000003,136.12500000000003,41.25000000000001,const.csv,100,10,49.572307692307696,10.99418918918919
95,27.0,110.0,24.75,24.75,13.5,const.csv,100,10,49.57846153846154,10.996216216216217
96,20.0,49.0,5.414364640883978,5.414364640883978,6.629834254143646,const.csv,100,10,49.57769230769231,10.99418918918919
97,11.0,145.0,18.764705882352942,18.764705882352942,7.764705882352941,const.csv,100,10,49.57538461538462,10.996216216216217
98,12.0,143.0,19.72413793103448,19.72413793103448,8.275862068965516,const.csv,100,10,49.57769230769231,10.992162162162163
99,10.0,68.0,4.197530864197532,4.197530864197532,3.7037037037037037,const.csv,100,10,49.573076923076925,10.992162162162163
100,9.0,93.0,6.10948905109489,6.10948905109489,3.941605839416058,const.csv,100,10,49.573846153846155,10.99554054054054
101,17.0,195.0,94.71428571428571,94.71428571428571,29.14285714285714,const.csv,100,10,49.572307692307696,10.990135135135136
