ID,DEMAND,DUE DATE,cap_0[kWh],cap[kWh],peak[kW],profile,power_cdc[kW],n_charge,lat,lon
2,10.0,181.0,30.677966101694913,30.677966101694913,10.169491525423728,const.csv,100,10,49.59,11.011081081081082
3,7.0,70.0,2.882352941176471,2.882352941176471,2.4705882352941178,const.csv,100,10,49.58538461538462,10.989459459459459
4,13.0,136.0,17.0,17.0,7.5,const.csv,100,10,49.60076923076923,11.008378378378378
5,19.0,169.0,45.22535211267606,45.22535211267606,16.056338028169016,const.csv,100,10,49.60076923076923,10.991486486486487
6,26.0,54.0,7.548387096774192,7.548387096774192,8.387096774193548,const.csv,100,10,49.57,10.998243243243243
7,3.0,119.0,2.9504132231404965,2.9504132231404965,1.4876033057851241,const.csv,100,10,49.57769230769231,10.998243243243243
8,5.0,101.0,3.6330935251798575,3.6330935251798575,2.1582733812949644,const.csv,100,10,49.573846153846155,11.011756756756757
9,9.0,115.0,8.280000000000001,8.280000000000001,4.32,const.csv,100,10,49.566153846153846,11.007027027027027
10,16.0,117.0,15.219512195121954,15.219512195121954,7.8048780487804885,const.csv,100,10,49.60076923076923,11.018513513513515
11,16.0,144.0,24.0,24.0,10.0,const.csv,100,10,49.581538461538464,11.018513513513515
12,12.0,87.0,6.8235294117647065,6.8235294117647065,4.705882352941177,const.csv,100,10,49.573846153846155,11.021891891891892
13,19.0,83.0,10.044585987261147,10.044585987261147,7.261146496815287,const.csv,100,10,49.596923076923076,11.001621621621622
14,23.0,179.0,67.49180327868854,67.49180327868854,22.622950819672134,const.csv,100,10,49.581538461538464,10.994864864864866
15,20.0,62.0,6.966292134831459,6.966292134831459,6.741573033707865,const.csv,100,10,49.57,10.98472972972973
16,8.0,81.0,4.075471698113208,4.075471698113208,3.018867924528302,const.csv,100,10,49.581538461538464,10.981351351351352
17,19.0,95.0,12.44827586206896,12.44827586206896,7.86206896551724,const.csv,100,10,49.566153846153846,10.991486486486487
18,2.0,177.0,5.61904761904762,5.61904761904762,1.904761904761905,const.csv,100,10,49.5623076923077,10.998243243243243
19,12.0,107.0,9.654135338345863,9.654135338345863,5.413533834586466,const.csv,100,10,49.573846153846155,11.005
20,17.0,96.0,11.333333333333336,11.333333333333336,7.083333333333334,const.csv,100,10,49.57,11.018513513513515
21,9.0,146.0,13.978723404255316,13.978723404255316,5.744680851063829,const.csv,100,10,49.59307692307693,11.021891891891892
22,11.0,82.0,5.708860759493671,5.708860759493671,4.177215189873418,const.csv,100,10,49.59307692307693,10.991486486486487
23,18.0,117.0,17.121951219512198,17.121951219512198,8.78048780487805,const.csv,100,10,49.59307692307693,10.98472972972973
24,29.0,88.0,16.789473684210527,16.789473684210527,11.447368421052632,const.csv,100,10,49.60076923076923,10.981351351351352
25,3.0,173.0,7.746268656716417,7.746268656716417,2.6865671641791042,const.csv,100,10,49.60846153846154,11.001621621621622
26,6.0,186.0,20.666666666666668,20.666666666666668,6.666666666666667,const.csv,100,10,49.60846153846154,10.991486486486487
27,17.0,152.0,29.36363636363636,29.36363636363636,11.59090909090909,const.csv,100,10,49.59307692307693,10.998243243243243
28,16.0,57.0,4.983606557377051,4.983606557377051,5.245901639344263,const.csv,100,10,49.58538461538462,11.005
29,16.0,59.0,5.215469613259668,5.215469613259668,5.303867403314917,const.csv,100,10,49.59,11.002972972972973
30,9.0,83.0,4.757961783439491,4.757961783439491,3.4394904458598727,const.csv,100,10,49.60769230769231,11.006351351351352
31,21.0,91.0,12.825503355704697,12.825503355704697,8.456375838926174,const.csv,100,10,49.589230769230774,11.018513513513515
32,27.0,70.0,11.117647058823536,11.117647058823536,9.529411764705884,const.csv,100,10,49.582307692307694,11.013108108108108
33,23.0,161.0,46.873417721518976,46.873417721518976,17.468354430379744,const.csv,100,10,49.58538461538462,11.024594594594594
34,11.0,57.0,3.4262295081967213,3.4262295081967213,3.6065573770491803,const.csv,100,10,49.59923076923077,11.013108108108108
35,14.0,137.0,18.62135922330097,18.62135922330097,8.155339805825243,const.csv,100,10,49.60846153846154,11.015135135135136
36,8.0,163.0,16.935064935064936,16.935064935064936,6.233766233766234,const.csv,100,10,49.60692307692308,11.021891891891892
37,5.0,71.0,2.100591715976332,2.100591715976332,1.775147928994083,const.csv,100,10,49.56,11.018513513513515
38,8.0,154.0,14.325581395348841,14.325581395348841,5.58139534883721,const.csv,100,10,49.573846153846155,10.991486486486487
39,16.0,103.0,12.029197080291972,12.029197080291972,7.007299270072993,const.csv,100,10,49.5623076923077,10.981351351351352
40,31.0,64.0,11.272727272727266,11.272727272727266,10.568181818181817,const.csv,100,10,49.604615384615386,10.986081081081082
41,9.0,105.0,7.0,7.0,4.0,const.csv,100,10,49.589230769230774,10.994864864864866
42,5.0,117.0,4.756097560975611,4.756097560975611,2.439024390243903,const.csv,100,10,49.59076923076923,10.982702702702703
43,5.0,55.0,1.486486486486486,1.486486486486486,1.6216216216216215,const.csv,100,10,49.57692307692308,10.986081081081082
44,7.0,152.0,12.09090909090909,12.09090909090909,4.7727272727272725,const.csv,100,10,49.57615384615385,10.98
45,18.0,89.0,10.609271523178808,10.609271523178808,7.152317880794702,const.csv,100,10,49.56692307692308,10.987432432432433
46,16.0,59.0,5.215469613259668,5.215469613259668,5.303867403314917,const.csv,100,10,49.56307692307693,11.00364864864865
47,1.0,137.0,1.3300970873786406,1.3300970873786406,0.5825242718446602,const.csv,100,10,49.56,11.010405405405406
48,27.0,71.0,11.34319526627219,11.34319526627219,9.585798816568047,const.csv,100,10,49.56461538461539,11.01581081081081
49,36.0,185.0,121.09090909090912,121.09090909090912,39.27272727272728,const.csv,100,10,49.56846153846154,11.013108108108108
50,30.0,128.0,34.28571428571428,34.28571428571428,16.07142857142857,const.csv,100,10,49.56307692307693,11.02391891891892
51,13.0,144.0,19.5,19.5,8.125,const.csv,100,10,49.59461538461539,11.009729729729731
52,10.0,108.0,8.18181818181818,8.18181818181818,4.545454545454545,const.csv,100,10,49.59615384615385,11.017162162162162
53,9.0,72.0,3.8571428571428577,3.8571428571428577,3.2142857142857144,const.csv,100,10,49.57923076923077,11.007027027027027
54,14.0,115.0,12.880000000000003,12.880000000000003,6.720000000000001,const.csv,100,10,49.58692307692308,10.99891891891892
55,18.0,160.0,35.99999999999999,35.99999999999999,13.499999999999998,const.csv,100,10,49.6023076923077,10.997567567567568
56,2.0,156.0,3.7142857142857144,3.7142857142857144,1.4285714285714286,const.csv,100,10,49.60692307692308,10.993513513513514
57,6.0,150.0,10.0,10.0,4.0,const.csv,100,10,49.59923076923077,10.986081081081082
58,7.0,121.0,7.117647058823529,7.117647058823529,3.5294117647058822,const.csv,100,10,49.58307692307692,10.986081081081082
59,18.0,210.0,126.0,126.0,36.0,const.csv,100,10,49.58615384615385,10.99554054054054
60,28.0,47.0,6.8186528497409284,6.8186528497409284,8.704663212435232,const.csv,100,10,49.574615384615385,10.99418918918919
61,3.0,182.0,9.413793103448274,9.413793103448274,3.1034482758620685,const.csv,100,10,49.571538461538466,11.000945945945947
62,13.0,96.0,8.666666666666668,8.666666666666668,5.416666666666667,const.csv,100,10,49.56769230769231,10.99418918918919
