ID,DEMAND,DUE DATE,cap_0[kWh],cap[kWh],peak[kW],profile,power_cdc[kW],n_charge,lat,lon
2,10.0,204.0,56.66666666666666,56.66666666666666,16.666666666666664,const.csv,100,10,49.59,11.011081081081082
3,7.0,202.0,37.21052631578947,37.21052631578947,11.052631578947368,const.csv,100,10,49.58538461538462,10.989459459459459
4,13.0,197.0,59.55813953488371,59.55813953488371,18.139534883720927,const.csv,100,10,49.60076923076923,11.008378378378378
5,19.0,159.0,37.29629629629629,37.29629629629629,14.074074074074073,const.csv,100,10,49.60076923076923,10.991486486486487
6,26.0,199.0,126.19512195121956,126.19512195121956,38.04878048780489,const.csv,100,10,49.57,10.998243243243243
7,3.0,109.0,2.4961832061068696,2.4961832061068696,1.3740458015267174,const.csv,100,10,49.57769230769231,10.998243243243243
8,5.0,198.0,23.571428571428566,23.571428571428566,7.1428571428571415,const.csv,100,10,49.573846153846155,11.011756756756757
9,9.0,105.0,7.0,7.0,4.0,const.csv,100,10,49.566153846153846,11.007027027027027
10,16.0,107.0,12.872180451127818,12.872180451127818,7.2180451127819545,const.csv,100,10,49.60076923076923,11.018513513513515
11,16.0,134.0,20.22641509433962,20.22641509433962,9.056603773584905,const.csv,100,10,49.581538461538464,11.018513513513515
12,12.0,77.0,5.668711656441715,5.668711656441715,4.417177914110429,const.csv,100,10,49.573846153846155,11.021891891891892
13,19.0,205.0,111.28571428571425,111.28571428571425,32.57142857142856,const.csv,100,10,49.596923076923076,11.001621621621622
14,23.0,169.0,54.746478873239454,54.746478873239454,19.436619718309863,const.csv,100,10,49.581538461538464,10.994864864864866
15,20.0,187.0,70.56603773584906,70.56603773584906,22.641509433962266,const.csv,100,10,49.57,10.98472972972973
16,8.0,71.0,3.3609467455621314,3.3609467455621314,2.840236686390533,const.csv,100,10,49.581538461538464,10.981351351351352
17,19.0,190.0,72.19999999999999,72.19999999999999,22.799999999999997,const.csv,100,10,49.566153846153846,10.991486486486487
18,2.0,167.0,4.575342465753424,4.575342465753424,1.643835616438356,const.csv,100,10,49.5623076923077,10.998243243243243
19,12.0,204.0,67.99999999999999,67.99999999999999,19.999999999999996,const.csv,100,10,49.573846153846155,11.005
20,17.0,187.0,59.981132075471706,59.981132075471706,19.245283018867926,const.csv,100,10,49.57,11.018513513513515
21,9.0,188.0,32.53846153846154,32.53846153846154,10.384615384615385,const.csv,100,10,49.59307692307693,11.021891891891892
22,11.0,201.0,56.69230769230771,56.69230769230771,16.923076923076927,const.csv,100,10,49.59307692307693,10.991486486486487
23,18.0,107.0,14.481203007518793,14.481203007518793,8.120300751879698,const.csv,100,10,49.59307692307693,10.98472972972973
24,29.0,78.0,13.962962962962962,13.962962962962962,10.74074074074074,const.csv,100,10,49.60076923076923,10.981351351351352
25,3.0,190.0,11.399999999999997,11.399999999999997,3.599999999999999,const.csv,100,10,49.60846153846154,11.001621621621622
26,6.0,182.0,18.827586206896548,18.827586206896548,6.206896551724137,const.csv,100,10,49.60846153846154,10.991486486486487
27,17.0,208.0,110.50000000000003,110.50000000000003,31.875000000000007,const.csv,100,10,49.59307692307693,10.998243243243243
28,16.0,47.0,3.8963730569948183,3.8963730569948183,4.974093264248705,const.csv,100,10,49.58538461538462,11.005
29,16.0,213.0,126.22222222222217,126.22222222222217,35.55555555555554,const.csv,100,10,49.59,11.002972972972973
30,9.0,190.0,34.199999999999996,34.199999999999996,10.799999999999999,const.csv,100,10,49.60769230769231,11.006351351351352
31,21.0,81.0,10.69811320754717,10.69811320754717,7.9245283018867925,const.csv,100,10,49.589230769230774,11.018513513513515
32,27.0,202.0,143.5263157894737,143.5263157894737,42.631578947368425,const.csv,100,10,49.582307692307694,11.013108108108108
33,23.0,186.0,79.22222222222223,79.22222222222223,25.555555555555557,const.csv,100,10,49.58538461538462,11.024594594594594
34,11.0,47.0,2.6787564766839367,2.6787564766839367,3.419689119170984,const.csv,100,10,49.59923076923077,11.013108108108108
35,14.0,183.0,44.94736842105262,44.94736842105262,14.736842105263156,const.csv,100,10,49.60846153846154,11.015135135135136
36,8.0,153.0,14.068965517241377,14.068965517241377,5.517241379310344,const.csv,100,10,49.60692307692308,11.021891891891892
37,5.0,51.0,1.3492063492063497,1.3492063492063497,1.5873015873015874,const.csv,100,10,49.56,11.018513513513515
38,8.0,198.0,37.7142857142857,37.7142857142857,11.428571428571425,const.csv,100,10,49.573846153846155,10.991486486486487
39,16.0,93.0,10.122448979591834,10.122448979591834,6.530612244897958,const.csv,100,10,49.5623076923077,10.981351351351352
40,31.0,54.0,9.0,9.0,10.0,const.csv,100,10,49.604615384615386,10.986081081081082
41,9.0,95.0,5.896551724137929,5.896551724137929,3.724137931034482,const.csv,100,10,49.589230769230774,10.994864864864866
42,5.0,107.0,4.022556390977444,4.022556390977444,2.255639097744361,const.csv,100,10,49.59076923076923,10.982702702702703
43,5.0,41.0,1.0301507537688446,1.0301507537688446,1.5075376884422111,const.csv,100,10,49.57692307692308,10.986081081081082
44,7.0,185.0,23.54545454545455,23.54545454545455,7.636363636363638,const.csv,100,10,49.57615384615385,10.98
45,18.0,79.0,8.83229813664596,8.83229813664596,6.70807453416149,const.csv,100,10,49.56692307692308,10.987432432432433
46,16.0,42.0,3.3939393939393945,3.3939393939393945,4.848484848484849,const.csv,100,10,49.56307692307693,11.00364864864865
47,1.0,184.0,3.2857142857142865,3.2857142857142865,1.0714285714285716,const.csv,100,10,49.56,11.010405405405406
48,27.0,185.0,90.81818181818184,90.81818181818184,29.45454545454546,const.csv,100,10,49.56461538461539,11.01581081081081
49,36.0,192.0,144.00000000000003,144.00000000000003,45.00000000000001,const.csv,100,10,49.56846153846154,11.013108108108108
50,30.0,118.0,29.016393442622956,29.016393442622956,14.754098360655739,const.csv,100,10,49.56307692307693,11.02391891891892
51,13.0,203.0,71.32432432432432,71.32432432432432,21.08108108108108,const.csv,100,10,49.59461538461539,11.009729729729731
52,10.0,193.0,41.06382978723405,41.06382978723405,12.765957446808512,const.csv,100,10,49.59615384615385,11.017162162162162
53,9.0,208.0,58.500000000000014,58.500000000000014,16.875000000000004,const.csv,100,10,49.57923076923077,11.007027027027027
54,14.0,105.0,10.88888888888889,10.88888888888889,6.222222222222222,const.csv,100,10,49.58692307692308,10.99891891891892
55,18.0,197.0,82.46511627906975,82.46511627906975,25.116279069767437,const.csv,100,10,49.6023076923077,10.997567567567568
56,2.0,146.0,3.1063829787234036,3.1063829787234036,1.276595744680851,const.csv,100,10,49.60692307692308,10.993513513513514
57,6.0,140.0,8.400000000000002,8.400000000000002,3.6000000000000005,const.csv,100,10,49.59923076923077,10.986081081081082
58,7.0,196.0,31.18181818181818,31.18181818181818,9.545454545454545,const.csv,100,10,49.58307692307692,10.986081081081082
59,18.0,210.0,126.0,126.0,36.0,const.csv,100,10,49.58615384615385,10.99554054054054
60,28.0,202.0,148.8421052631579,148.8421052631579,44.21052631578947,const.csv,100,10,49.574615384615385,10.99418918918919
61,3.0,201.0,15.461538461538463,15.461538461538463,4.615384615384616,const.csv,100,10,49.571538461538466,11.000945945945947
62,13.0,194.0,54.82608695652175,54.82608695652175,16.956521739130437,const.csv,100,10,49.56769230769231,10.99418918918919
63,19.0,68.0,7.511627906976745,7.511627906976745,6.627906976744186,const.csv,100,10,49.57692307692308,11.017162162162162
64,10.0,185.0,33.63636363636364,33.63636363636364,10.90909090909091,const.csv,100,10,49.57923076923077,11.024594594594594
65,9.0,83.0,4.757961783439491,4.757961783439491,3.4394904458598727,const.csv,100,10,49.57,11.030000000000001
66,20.0,61.0,6.815642458100559,6.815642458100559,6.70391061452514,const.csv,100,10,49.60615384615385,11.030000000000001
67,25.0,137.0,33.252427184466015,33.252427184466015,14.563106796116504,const.csv,100,10,49.59615384615385,11.027297297297297
68,25.0,93.0,15.816326530612244,15.816326530612244,10.204081632653061,const.csv,100,10,49.61,10.981351351351352
69,36.0,152.0,62.18181818181817,62.18181818181817,24.545454545454543,const.csv,100,10,49.60153846153846,11.004324324324324
70,6.0,60.0,2.0,2.0,2.0,const.csv,100,10,49.58692307692308,11.009729729729731
71,5.0,192.0,20.000000000000007,20.000000000000007,6.250000000000002,const.csv,100,10,49.58692307692308,11.01581081081081
72,15.0,180.0,45.0,45.0,15.0,const.csv,100,10,49.6023076923077,11.02391891891892
73,25.0,197.0,114.5348837209302,114.5348837209302,34.88372093023255,const.csv,100,10,49.59461538461539,10.988783783783784
74,9.0,199.0,43.68292682926831,43.68292682926831,13.170731707317078,const.csv,100,10,49.59230769230769,10.989459459459459
75,8.0,159.0,15.703703703703702,15.703703703703702,5.925925925925926,const.csv,100,10,49.59384615384616,10.986756756756757
76,18.0,192.0,72.00000000000001,72.00000000000001,22.500000000000004,const.csv,100,10,49.59615384615385,10.985405405405405
77,13.0,83.0,6.872611464968152,6.872611464968152,4.968152866242038,const.csv,100,10,49.59615384615385,11.006351351351352
78,14.0,189.0,51.882352941176464,51.882352941176464,16.470588235294116,const.csv,100,10,49.59923076923077,11.007027027027027
79,3.0,106.0,2.3731343283582085,2.3731343283582085,1.3432835820895521,const.csv,100,10,49.605384615384615,11.013108108108108
80,23.0,102.0,17.0,17.0,10.0,const.csv,100,10,49.6023076923077,11.010405405405406
81,6.0,192.0,24.000000000000007,24.000000000000007,7.500000000000002,const.csv,100,10,49.60153846153846,11.002972972972973
82,26.0,192.0,104.00000000000003,104.00000000000003,32.50000000000001,const.csv,100,10,49.60076923076923,11.01445945945946
83,16.0,196.0,71.27272727272727,71.27272727272727,21.818181818181817,const.csv,100,10,49.57,11.009729729729731
84,11.0,198.0,51.85714285714284,51.85714285714284,15.71428571428571,const.csv,100,10,49.56923076923077,11.002972972972973
85,7.0,111.0,6.023255813953488,6.023255813953488,3.255813953488372,const.csv,100,10,49.56692307692308,10.99891891891892
86,41.0,196.0,182.63636363636363,182.63636363636363,55.90909090909091,const.csv,100,10,49.57076923076923,10.992837837837838
