ID,DEMAND,DUE DATE,cap_0[kWh],cap[kWh],peak[kW],profile,power_cdc[kW],n_charge,lat,lon
2,10.0,1127.0,103.394495412844,103.394495412844,5.5045871559633,const.csv,100,10,49.58368421052632,11.019375
3,30.0,1125.0,304.0540540540542,304.0540540540542,16.21621621621622,const.csv,100,10,49.58368421052632,11.020625
4,10.0,1129.0,105.51401869158879,105.51401869158879,5.607476635514018,const.csv,100,10,49.5821052631579,11.018125000000001
5,10.0,782.0,17.224669603524227,17.224669603524227,1.3215859030837003,const.csv,100,10,49.5821052631579,11.019375
6,10.0,1130.0,106.60377358490561,106.60377358490561,5.660377358490563,const.csv,100,10,49.5821052631579,11.0175
7,20.0,702.0,26.29213483146067,26.29213483146067,2.2471910112359548,const.csv,100,10,49.58105263157895,11.02
8,20.0,1130.0,213.20754716981122,213.20754716981122,11.320754716981126,const.csv,100,10,49.58105263157895,11.018125000000001
9,20.0,324.0,7.105263157894736,7.105263157894736,1.3157894736842104,const.csv,100,10,49.580000000000005,11.019375
10,10.0,605.0,9.587955625990492,9.587955625990492,0.9508716323296355,const.csv,100,10,49.580000000000005,11.020625
11,10.0,410.0,4.963680387409202,4.963680387409202,0.7263922518159807,const.csv,100,10,49.57842105263158,11.018125000000001
12,10.0,505.0,6.908344733242135,6.908344733242135,0.8207934336525308,const.csv,100,10,49.57842105263158,11.02
13,20.0,1107.0,171.62790697674427,171.62790697674427,9.302325581395353,const.csv,100,10,49.573157894736845,11.030000000000001
14,30.0,92.0,2.4125874125874134,2.4125874125874134,1.5734265734265733,const.csv,100,10,49.57157894736842,11.02375
15,10.0,620.0,10.064935064935067,10.064935064935067,0.9740259740259741,const.csv,100,10,49.57157894736842,11.030000000000001
16,40.0,429.0,21.26394052044609,21.26394052044609,2.9739776951672856,const.csv,100,10,49.57052631578948,11.026875
17,40.0,528.0,29.830508474576277,29.830508474576277,3.389830508474576,const.csv,100,10,49.57052631578948,11.030000000000001
18,20.0,148.0,2.7205882352941195,2.7205882352941195,1.1029411764705883,const.csv,100,10,49.56947368421053,11.02375
19,20.0,254.0,5.1731160896130355,5.1731160896130355,1.2219959266802443,const.csv,100,10,49.567894736842106,11.02375
20,10.0,345.0,3.872053872053872,3.872053872053872,0.6734006734006733,const.csv,100,10,49.567894736842106,11.026875
21,10.0,73.0,0.6276870163370596,0.6276870163370596,0.5159071367153912,const.csv,100,10,49.57578947368421,11.008125
22,20.0,1135.0,224.75247524752476,224.75247524752476,11.881188118811881,const.csv,100,10,49.57578947368421,11.009375
23,20.0,883.0,50.02832861189802,50.02832861189802,3.3994334277620397,const.csv,100,10,49.57473684210527,11.009375
24,10.0,777.0,16.928104575163403,16.928104575163403,1.3071895424836601,const.csv,100,10,49.57473684210527,11.01125
25,10.0,144.0,1.3186813186813175,1.3186813186813175,0.5494505494505494,const.csv,100,10,49.573157894736845,11.008125
26,40.0,224.0,8.853754940711468,8.853754940711468,2.3715415019762847,const.csv,100,10,49.573157894736845,11.009375
27,10.0,1130.0,106.60377358490561,106.60377358490561,5.660377358490563,const.csv,100,10,49.573157894736845,11.01125
28,10.0,316.0,3.4347826086956523,3.4347826086956523,0.6521739130434783,const.csv,100,10,49.572105263157894,11.009375
29,20.0,593.0,18.4447900466563,18.4447900466563,1.8662519440124417,const.csv,100,10,49.572105263157894,11.01125
