ID,DEMAND,DUE DATE,cap_0[kWh],cap[kWh],peak[kW],profile,power_cdc[kW],n_charge,lat,lon
2,20.0,191.0,77.95918367346937,77.95918367346937,24.489795918367342,const.csv,100,10,49.573157894736845,11.030000000000001
3,30.0,199.0,145.60975609756102,145.60975609756102,43.902439024390254,const.csv,100,10,49.57157894736842,11.02390243902439
4,10.0,190.0,37.99999999999999,37.99999999999999,11.999999999999998,const.csv,100,10,49.57157894736842,11.030000000000001
5,40.0,171.0,99.13043478260872,99.13043478260872,34.78260869565218,const.csv,100,10,49.57052631578948,11.026951219512195
6,20.0,189.0,74.11764705882352,74.11764705882352,23.52941176470588,const.csv,100,10,49.57052631578948,11.030000000000001
7,20.0,196.0,89.09090909090908,89.09090909090908,27.27272727272727,const.csv,100,10,49.56947368421053,11.02390243902439
8,20.0,194.0,84.34782608695653,84.34782608695653,26.086956521739133,const.csv,100,10,49.567894736842106,11.02390243902439
9,10.0,121.0,10.168067226890756,10.168067226890756,5.042016806722689,const.csv,100,10,49.567894736842106,11.026951219512195
10,20.0,121.0,20.33613445378151,20.33613445378151,10.084033613445378,const.csv,100,10,49.56526315789474,10.999512195121952
11,30.0,198.0,141.4285714285714,141.4285714285714,42.85714285714285,const.csv,100,10,49.56526315789474,11.002560975609757
12,40.0,89.0,23.576158940397356,23.576158940397356,15.894039735099339,const.csv,100,10,49.56421052631579,11.002560975609757
13,20.0,197.0,91.62790697674417,91.62790697674417,27.906976744186043,const.csv,100,10,49.56421052631579,11.005609756097561
14,10.0,172.0,25.294117647058826,25.294117647058826,8.823529411764707,const.csv,100,10,49.56263157894737,10.999512195121952
15,10.0,194.0,42.173913043478265,42.173913043478265,13.043478260869566,const.csv,100,10,49.56263157894737,11.005609756097561
16,20.0,88.0,11.578947368421055,11.578947368421055,7.894736842105264,const.csv,100,10,49.56105263157895,11.002560975609757
17,20.0,188.0,72.3076923076923,72.3076923076923,23.076923076923077,const.csv,100,10,49.56,11.002560975609757
18,20.0,189.0,74.11764705882352,74.11764705882352,23.52941176470588,const.csv,100,10,49.56,11.005609756097561
19,20.0,184.0,65.71428571428574,65.71428571428574,21.428571428571434,const.csv,100,10,49.58315789473684,10.981219512195123
20,40.0,189.0,148.23529411764704,148.23529411764704,47.05882352941176,const.csv,100,10,49.5821052631579,10.984268292682927
21,10.0,194.0,42.173913043478265,42.173913043478265,13.043478260869566,const.csv,100,10,49.5821052631579,10.987317073170733
22,10.0,185.0,33.63636363636364,33.63636363636364,10.90909090909091,const.csv,100,10,49.58105263157895,10.981219512195123
23,40.0,195.0,173.33333333333334,173.33333333333334,53.333333333333336,const.csv,100,10,49.58105263157895,10.987317073170733
24,30.0,95.0,19.655172413793096,19.655172413793096,12.413793103448274,const.csv,100,10,49.580000000000005,10.981219512195123
25,10.0,194.0,42.173913043478265,42.173913043478265,13.043478260869566,const.csv,100,10,49.580000000000005,10.987317073170733
26,20.0,184.0,65.71428571428574,65.71428571428574,21.428571428571434,const.csv,100,10,49.57842105263158,10.981219512195123
27,30.0,171.0,74.34782608695653,74.34782608695653,26.086956521739133,const.csv,100,10,49.61,10.996463414634146
28,20.0,172.0,50.58823529411765,50.58823529411765,17.647058823529413,const.csv,100,10,49.61,10.999512195121952
29,10.0,174.0,26.36363636363636,26.36363636363636,9.09090909090909,const.csv,100,10,49.608421052631584,10.996463414634146
30,10.0,177.0,28.095238095238102,28.095238095238102,9.523809523809526,const.csv,100,10,49.607368421052634,10.999512195121952
31,10.0,178.0,28.70967741935484,28.70967741935484,9.67741935483871,const.csv,100,10,49.60631578947368,10.996463414634146
32,20.0,179.0,58.68852459016394,58.68852459016394,19.672131147540984,const.csv,100,10,49.60631578947368,10.999512195121952
33,10.0,178.0,28.70967741935484,28.70967741935484,9.67741935483871,const.csv,100,10,49.60578947368421,10.996463414634146
34,10.0,178.0,28.70967741935484,28.70967741935484,9.67741935483871,const.csv,100,10,49.60473684210527,10.993414634146342
35,30.0,182.0,94.13793103448275,94.13793103448275,31.034482758620687,const.csv,100,10,49.60473684210527,10.999512195121952
36,20.0,185.0,67.27272727272728,67.27272727272728,21.81818181818182,const.csv,100,10,49.59526315789474,11.030000000000001
37,40.0,186.0,137.7777777777778,137.7777777777778,44.44444444444445,const.csv,100,10,49.59421052631579,11.030000000000001
38,10.0,189.0,37.05882352941176,37.05882352941176,11.76470588235294,const.csv,100,10,49.59421052631579,11.028170731707318
39,30.0,105.0,23.333333333333336,23.333333333333336,13.333333333333334,const.csv,100,10,49.59263157894737,11.026951219512195
40,10.0,193.0,41.06382978723405,41.06382978723405,12.765957446808512,const.csv,100,10,49.591578947368426,11.026951219512195
41,30.0,189.0,111.17647058823528,111.17647058823528,35.29411764705882,const.csv,100,10,49.591578947368426,11.030000000000001
42,20.0,199.0,97.07317073170735,97.07317073170735,29.268292682926838,const.csv,100,10,49.590526315789475,11.02390243902439
43,10.0,196.0,44.54545454545454,44.54545454545454,13.636363636363635,const.csv,100,10,49.58894736842105,11.026951219512195
44,20.0,191.0,77.95918367346937,77.95918367346937,24.489795918367342,const.csv,100,10,49.58894736842105,11.030000000000001
45,10.0,94.0,6.43835616438356,6.43835616438356,4.10958904109589,const.csv,100,10,49.58894736842105,11.028170731707318
